track_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,artist,track,album,genres_top,genres_all,year_released
2,0.30753907619613613,0.4988628925668488,0.46829336168534824,0.007844349868245575,0.13111713418204118,0.11758335104264188,0.4743673919271521,0.42562113994319767,AWOL,Food,AWOL - A Way Of Life,Hip-Hop,['Hip-Hop'],2009.0
3,0.2946625600477386,0.41604723815943384,0.6433498716420025,0.001456836245705626,0.08332854690171497,0.3634553639211394,0.3771401365247932,0.21189469257783025,AWOL,Electric Ave,AWOL - A Way Of Life,Hip-Hop,['Hip-Hop'],2009.0
5,0.033162868671457464,0.5675203804639742,0.533954855538253,0.0005303993240474338,0.28403450732532687,0.09484124564360585,0.2794985572914329,0.47320488804366917,AWOL,This World,AWOL - A Way Of Life,Hip-Hop,['Hip-Hop'],2009.0
10,0.46214461918713495,0.319621018629603,0.448962712383315,0.4688252407742744,0.056075778592932134,0.016018096696975542,0.20133967999709523,0.4679331071862551,Kurt Vile,Freeway,Constant Hitmaker,Pop,['Pop'],2008.0
134,0.31593976721793393,0.35857165915969047,0.39152810031483287,0.013583558644899662,0.06746592477633515,0.36715195930403866,0.2976615741158762,0.6246399262009126,AWOL,Street Music,AWOL - A Way Of Life,Hip-Hop,['Hip-Hop'],2009.0
139,0.07899221281011286,0.1934307150832073,0.45005883174459294,0.6191052379398836,0.16582601900436336,0.02266302717014508,0.573036888679294,0.11881659789464283,Alec K. Redfearn & the Eyesores,CandyAss,Every Man For Himself,Folk,['Folk'],2009.0
140,0.2852826019436049,0.5565054976286858,0.20141569561438513,0.5076096235189711,0.06519292444087446,0.029617632413755576,0.3028310230736517,0.46243454209828705,Alec K. Redfearn & the Eyesores,Queen Of The Wires,The Blind Spot,Folk,['Folk'],2007.0
141,0.8484263511934496,0.3838057411176099,0.06658833454129151,0.3041806560516089,0.09304834370608009,0.023470202196503732,0.07656083093196829,0.14434540651568548,Alec K. Redfearn & the Eyesores,Ohio,Every Man For Himself,Folk,['Folk'],2009.0
142,0.42487213241185345,0.2429611455054509,0.5280484673472959,0.5834330175893945,0.05685542926451044,0.05069278090002752,0.3631514318272993,0.05952329529470766,Alec K. Redfearn & the Eyesores,Punjabi Watery Grave,The Quiet Room,Folk,['Folk'],2005.0
144,0.5060783609978159,0.24699130105582662,0.357422210880444,0.5144740736237199,0.14902091757186575,0.049916243518523126,0.27048196056898943,0.43884669787598873,Amoebic Ensemble,Wire Up,Amoebiasis,Jazz,['Jazz'],2009.0
145,0.18421360063424233,0.34313022991015046,0.38152097459117434,0.5601525147265076,0.05503524802574428,0.03699645010555935,0.3545954995106481,0.5087851380856863,Amoebic Ensemble,Amoebiasis,Amoebiasis,Jazz,['Jazz'],2009.0
146,0.4195292421140049,0.3293664283250035,0.3756876808249137,0.3173956830639885,0.1357148417919129,0.027884047259754425,0.4060445411207386,0.5381110573146415,Amoebic Ensemble,Gimme a Buck or I'll Touch You / Boilermaker,Limbic Rage,Jazz,['Jazz'],1995.0
147,0.41216389223103544,0.3741838478080975,0.458603802210643,0.42714471636461177,0.05541151888570508,0.03446134708361871,0.23876461131454801,0.48587113247856273,Amoebic Ensemble,Repetitive Motion Sickness,Limbic Rage,Jazz,['Jazz'],1995.0
153,0.5637726768553545,0.14584015059319885,0.5589057899750932,0.5550449877504557,0.06921877974141695,0.029514621569753,0.18547636409448667,0.019405278114664106,Arc and Sender,Hundred-Year Flood,Arc and Sender,Rock,"['Post-Rock', 'Rock']",2005.0
154,0.6813874156852393,0.24789650950802378,0.016752468489232633,0.6722412359062965,0.07955020601693856,0.022599787410398843,0.12084818559690291,0.025026310871267114,Arc and Sender,Squares And Circles,Arc and Sender,Rock,"['Post-Rock', 'Rock']",2005.0
155,0.5664943138231471,0.08208912282424714,0.5263669425472666,0.5582055095200954,0.20977388367444944,0.05051002931172646,0.19168020545068337,0.019808401255315286,Arc and Sender,Maps of the Stars Homes,unreleased demo,Rock,"['Post-Rock', 'Rock']",2009.0
169,0.74761342620813,0.17079850510609365,0.5463335815635174,0.19883851111704043,0.06981556475966641,0.0403656293291819,0.2586933600655309,0.021425407901750553,Argumentix,Boss of Goth,Boss of Goth,Rock,"['Punk', 'Rock']",2008.0
170,0.567878821322432,0.19119197570016436,0.47672257282228475,0.5898410323576514,0.08940127826832726,0.05686158124252395,0.22877436484323613,0.04710498745820614,Argumentix,Industry Standard Massacre,Nightmarcher,Rock,"['Punk', 'Rock']",2007.0
171,0.5223604670074021,0.21381003740247895,0.15970820310136039,0.7149237477550529,0.06510894435533891,0.04794664679016922,0.3543615477768173,0.11265865725941307,Argumentix,Marching as Technitions,Victim of Your Life,Rock,"['Punk', 'Rock']",2009.0
172,0.5062234684360879,0.08946059893616139,0.5541254645793834,0.5589105181929397,0.0649910162932186,0.06349521148591543,0.3279838472538026,0.021673146071352824,Argumentix,I Can't Stand You Up-right,Heir to the Power Bear Fortune,Rock,"['Punk', 'Rock']",2009.0
173,0.5315361237923931,0.1800752121530644,0.35642779655182705,0.6006590366858612,0.06973512021640359,0.02563311078931008,0.4073402399728181,0.16051199364272722,Argumentix,Save Life's Golden Receipt In Case Refund Needed,Boss of Goth,Rock,"['Punk', 'Rock']",2008.0
174,0.25297117117038687,0.23390184791772656,0.5829604179346393,0.6260274810725335,0.1369844831384738,0.3185321085591384,0.16796241528657702,0.03321792299435308,Argumentix,Senator's Stance,Boss of Goth,Rock,"['Punk', 'Rock']",2008.0
175,0.5805091273425292,0.18110983029482305,0.5563090777680533,0.16021319325552263,0.20689036711031464,0.4822804667228475,0.1388584128496908,0.019508811797199432,Argumentix,Snapped Today,Nightmarcher,Rock,"['Punk', 'Rock']",2007.0
176,0.5177937889121732,0.12828694378425606,0.4840148219403177,0.5844658801831962,0.2312859339978416,0.047974766249480154,0.2888960168688401,0.017483398914625543,Argumentix,Step Up to Legends,Victim of Your Life,Rock,"['Punk', 'Rock']",2009.0
177,0.5892226248124596,0.1633542232715832,0.45305093250581185,0.5756224364121714,0.08762065111156353,0.05729950161411962,0.27264940579510416,0.0650956952195701,Argumentix,Petty Hate Machine,Boss of Goth,Rock,"['Punk', 'Rock']",2008.0
178,0.6669302792163884,0.12470086160602599,0.2767088122569751,0.6398553152326024,0.07483975572273281,0.02739426325070955,0.1365094601495706,0.16936599174855382,Argumentix,Lend Me a Blanket,"Tarantula Downpour 7""",Rock,"['Punk', 'Rock']",2009.0
179,0.5324540015123904,0.15248790964991982,0.5494510121895121,0.510513895919126,0.3034754094217755,0.10290453663463768,0.16641100797593544,0.018439891598570266,Argumentix,Ready to Die,Dracula Safari,Rock,"['Punk', 'Rock']",2009.0
189,0.6291808409098727,0.39420943546523135,0.137343004467705,0.616010384636448,0.0702772120914901,0.018947226710275565,0.21088049110647517,0.025100400341382657,Ed Askew,The Thought Of It,What I Know,Folk,['Folk'],2009.0
190,0.776062693922798,0.3922920531260348,0.2908227114065392,0.08056400553767429,0.17141669054727948,0.025483186993006203,0.2898197813251239,0.19681628853445834,Ed Askew,Castle Of Stars,Blue Piano,Folk,['Folk'],2009.0
191,0.6629449760715167,0.19336253980640306,0.16083193282103853,0.6362729854219675,0.06578627359525883,0.02018119767008756,0.29032957966903195,0.0581230156192279,Ed Askew,Song About Michael,What I Know,Folk,['Folk'],2009.0
192,0.5621971396921859,0.37023260258268087,0.025000062303991592,0.19161694348676167,0.06383801588592125,0.4786467851823444,0.27779747121027276,0.44628541059718785,Ed Askew,Ed Talk WNYC,What I Know,Folk,['Folk'],2009.0
193,0.6482007242353792,0.45428927758280835,0.11635293360160391,0.5393610467893067,0.1832465168920825,0.0703560907432496,0.1103322505311574,0.13530062253234967,Ed Askew,Here With You,Blue Piano,Folk,['Folk'],2009.0
194,0.7257364838092765,0.36160901146090696,0.14643106467760314,0.4517730797921654,0.06318813407413118,0.02846047872734543,0.27917571312522727,0.1851018331480259,Ed Askew,All I want to Do,Blue Piano,Folk,['Folk'],2009.0
195,0.6515565619062736,0.3252789479163666,0.1214938764113039,0.637676660688199,0.07677444153641262,0.02788078040729416,0.10337734137297072,0.17583185032498727,Ed Askew,I Remember You,What I Know,Folk,['Folk'],2009.0
196,0.6582500002352752,0.2447034039867012,0.09702806372584016,0.6432751846633308,0.07791393914047415,0.02361995748257858,0.2624627076425207,0.0899700822865338,Ed Askew,Bright Mr Brother,What I Know,Folk,['Folk'],2009.0
197,0.5706530446393863,0.34964719805305533,0.004086587666109055,0.4593335619470835,0.04642683609203508,0.24432013838914643,0.28226271692203936,0.4467414192925011,Ed Askew,Piano 2,Blue Piano,Folk,['Folk'],2009.0
198,0.6572961946437472,0.2936922317050722,0.1679667283117313,0.5995219544506977,0.09131637770850692,0.02160145089865489,0.2629852230057577,0.12688837147940035,Ed Askew,It Breaks My Heart,Blue Piano,Folk,['Folk'],2009.0
199,0.5600583082331216,0.43670557961397083,0.13927232794225536,0.6115344403574172,0.06564223968646282,0.02983113362651859,0.20714833374428096,0.2326855017009762,Ed Askew,Rimbaud,What I Know,Folk,['Folk'],2009.0
200,0.6089912182361383,0.13694870254422983,0.1871807868112,0.509279996487699,0.10786895408222733,0.023990167035613116,0.4993617271892234,0.23323510297198186,Ed Askew,Baby Come Home,Blue Piano,Folk,['Folk'],2009.0
201,0.5601797640685013,0.26085742033486514,0.3071128075412217,0.5449918316202036,0.07738176354711242,0.014508517950983983,0.1924208985948849,0.4284780373098996,Ed Askew,Big City,What I Know,Folk,['Folk'],2009.0
202,0.6263572484960084,0.3599170419439407,0.13311057366659027,0.6100158097490513,0.07561508373189309,0.022300522997478433,0.2595714874072498,0.12126951768948042,Ed Askew,Palomino,What I Know,Folk,['Folk'],2009.0
