,Season,TeamID,SeasonElo,TeamName,AvgOppElo,AvgOppEloScaled,OffRtg,DefRtg,NetRtg,AstR,TOR,TSP,eFGP,FTAR,TPAR,ORP,DRP,RP,Pos,oOffRtg,oDefRtg,oNetRtg,oAstR,oTOR,oTSP,oeFGP,oFTAR,oTPAR,oORP,oDRP,oRP,oPos
0,2003,1328,1602.075584,Oklahoma,1582.8902423666666,1.0397090999630345,1.1422347021495076,0.9710316640721041,0.1712030380774038,0.15360581799301343,0.13186540790373882,0.5485003066737145,0.5121235704809559,0.3320303232768793,0.33397424609092824,0.34728434351041954,0.7098535265941733,0.5309125488252445,61.80864000000001,0.9710316640721041,1.142234702149508,-0.1712030380774038,0.12118038774996329,0.15947788410089733,0.49000242577138525,0.4481499568915039,0.35168663014157997,0.2566277357526126,0.29014647340582655,0.6527156564895804,0.4690874511747555,62.27072
1,2003,1448,1685.1820739999998,Wake Forest,1576.4385048965516,1.035555672479851,1.1791941989308141,1.0201367064028266,0.15905749252798762,0.14767891600967992,0.1533946128849439,0.5693477019774638,0.5119722141045612,0.47249936049232294,0.31303675182982943,0.42972409989662175,0.6872369999788552,0.5651144053468949,66.5273379310345,1.0201367064028266,1.1791941989308143,-0.15905749252798762,0.13333242916310864,0.14521291790227905,0.5011857694897387,0.4631237700435497,0.32075774940222107,0.3720648057138773,0.31276300002114454,0.5702759001033781,0.434885594653105,66.37373793103448
2,2003,1393,1674.8431890000002,Syracuse,1574.6762785172418,1.0344212060652889,1.1590779382993421,1.0157547391566981,0.14332319914264421,0.14605902770164744,0.13737468793305377,0.5559127131421817,0.5151514400578245,0.39387297617648886,0.25797808385714177,0.3852423771802576,0.6307900177453045,0.5184777185361399,69.03393103448278,1.015754739156698,1.1590779382993421,-0.14332319914264424,0.15328060896744533,0.140454861804181,0.4804391660737538,0.44571676713109765,0.3010038743873557,0.3481936220501424,0.36920998225469553,0.6147576228197424,0.4815222814638601,68.72673103448274
3,2003,1257,1723.1152600000003,Louisville,1561.2368172999995,1.0257692998404249,1.1819276469110733,0.9867704660375798,0.19515718087349326,0.16223908541870016,0.13082501033511004,0.5716414834381011,0.5288606008098635,0.4189219629072525,0.3867768889539981,0.3560534360485205,0.6640372579429618,0.5137871031855289,69.16224000000001,0.9867704660375798,1.1819276469110733,-0.19515718087349326,0.12288733485754477,0.18044466237685386,0.5069637976136555,0.4504847387613946,0.47614876763832953,0.30120004484607854,0.33596274205703824,0.6439465639514794,0.48621289681447116,69.21728
4,2003,1280,1685.039041,Mississippi St,1564.6243351333335,1.0279500782328994,1.1011036263024825,0.9506413625360487,0.15046226376643387,0.15403313612328767,0.1672233432267688,0.5514744367588967,0.5213587038487204,0.3238596184789945,0.28977993017142917,0.3834455412825127,0.6957854386105158,0.5435182949053807,63.864320000000006,0.9506413625360483,1.1011036263024825,-0.15046226376643387,0.11420394664132903,0.1845478054892737,0.4972464132625312,0.46346161956222537,0.2952482501757815,0.34869371715067,0.30421456138948416,0.6165544587174874,0.4564817050946192,63.58144
5,2003,1329,1630.465954,Oklahoma St,1578.0661952413793,1.0366035287888893,1.0565385067345998,0.9596715621056261,0.09686694462897344,0.1304754438997262,0.15835392925024638,0.5250882386405247,0.4876913192600635,0.41029136316144027,0.23415115443215148,0.35849232260540553,0.633145574710298,0.500768479397577,64.82052413793103,0.9596715621056263,1.0565385067345996,-0.09686694462897341,0.11859923967972963,0.1800238373737491,0.4813280526418913,0.4386698363033259,0.3746762042949137,0.2781271477824484,0.3668544252897021,0.6415076773945947,0.49923152060242304,64.88275862068964
6,2003,1386,1669.366153,St Joseph's PA,1514.413611689655,0.9956259795435903,1.1250892788550404,0.9410890427158386,0.1840002361392017,0.15327284960862148,0.143553853129525,0.5576524252053434,0.5208277543443889,0.3934959707934213,0.40376209385700534,0.3338182152688148,0.6476269800973667,0.5007960544763843,62.65026206896553,0.9410890427158386,1.1250892788550404,-0.18400023613920172,0.12552602885081363,0.16919760022089814,0.4659434420963709,0.420801421719844,0.38962241133929604,0.30516409899731206,0.35237301990263326,0.6661817847311853,0.4992039455236157,62.79724137931035
7,2003,1143,1573.362799,California,1537.4978469310347,1.0104868906584554,1.109708571239885,1.0403553866580466,0.06935318458183869,0.16240148095114235,0.1453495424129508,0.5564558699319696,0.5240976104061414,0.34831069869573833,0.28985595164570954,0.3223099383394306,0.6920860000740043,0.5107864232153068,67.43304827586208,1.0403553866580466,1.1097085712398853,-0.0693531845818387,0.1648377315466808,0.1538974532385731,0.5282627364015076,0.4975618926875391,0.29985884647912103,0.36418853527170186,0.30791399992599555,0.6776900616605692,0.4892135767846931,67.41980689655172
8,2003,1301,1627.209003,NC State,1575.0294242999998,1.034648550312706,1.1303744555332969,1.0632787875452325,0.06709566798806417,0.15869981833037064,0.15649348773426222,0.5821099078191659,0.5341893099448477,0.3874957179115482,0.4232584019655564,0.3088132999885847,0.6816605925011271,0.5010196175370858,64.13312,1.0632787875452328,1.1303744555332969,-0.0670956679880642,0.14006983031009743,0.16473975921658637,0.5461960457822534,0.49905486275697536,0.40907435259934055,0.3213540412103631,0.3183394074988729,0.6911867000114155,0.4989803824629143,63.89888000000001
9,2003,1120,1524.819144,Auburn,1581.4400325,1.0387755000537855,1.0821457467169493,1.018878616741992,0.06326712997495726,0.141821143888464,0.17298465378688957,0.5522363743615244,0.5210959598918373,0.3665990265447202,0.29631867958634184,0.3699068891708032,0.6476262478294684,0.5100045565460747,64.65536,1.0188786167419919,1.0821457467169493,-0.06326712997495731,0.1365117139816657,0.17171565848341844,0.515073819010334,0.48455521808826846,0.29528119697356936,0.3638791057724132,0.3523737521705314,0.630093110829197,0.4899954434539254,64.77568
10,2003,1335,1536.598609,Penn,1482.1938612592592,0.9748839085032228,1.1531428972722877,0.9762650731680327,0.17687782410425487,0.16844342982928198,0.1487406453530431,0.5904027577699361,0.5567159247586541,0.3693719872679225,0.4245760545922187,0.3028245650125364,0.7248722961015583,0.5226421339946336,60.90951111111111,0.976265073168033,1.1531428972722875,-0.17687782410425493,0.13879111087541396,0.1699153020546648,0.5047998475530907,0.4654923444757517,0.33745638065521827,0.36163446242589253,0.2751277038984418,0.6971754349874636,0.47735786600536634,61.51679999999998
11,2003,1139,1740.7567629999999,Butler,1501.4854245517238,0.9873032156346199,1.1873073389525322,1.047045316514179,0.1402620224383527,0.15903090138543616,0.12724887208210947,0.5944935381475503,0.5621366226538963,0.33291007718111787,0.4324093430929082,0.2775708052959589,0.6637239129910458,0.4806717907965491,58.1031724137931,1.0470453165141793,1.1873073389525322,-0.14026202243835276,0.11937094738412936,0.14954329556248433,0.522911136447791,0.4966211327969496,0.29621210660075287,0.2745244151381966,0.336276087008954,0.7224291947040411,0.5193282092034509,57.381517241379306
12,2003,1122,1477.00775,Austin Peay,1480.4885942592593,0.9737861107616419,1.085903647467833,1.0517967079355433,0.0341069395322901,0.14601374061683317,0.1676642812807439,0.5585907497967363,0.5137207777156629,0.47848608851606483,0.3265571068207616,0.3221487479607432,0.6759337966581294,0.506617144510083,64.5376,1.0517967079355433,1.0859036474678332,-0.0341069395322901,0.14357562261895124,0.15133652800741224,0.5210107046894842,0.4862762641510081,0.33071384990619607,0.30900732162103245,0.3240662033418707,0.6778512520392567,0.4933828554899171,64.63146666666665
13,2003,1264,1588.594728,Manhattan,1457.7807965862064,0.9591675384197403,1.1230639802385083,0.9934916940347741,0.12957228620373418,0.14370098140641085,0.14759421633196596,0.5618799423650614,0.5008904374441481,0.42602138820872115,0.2729584767596953,0.3328188834919563,0.6580501135656146,0.4950671168642181,68.12424827586207,0.9934916940347741,1.1230639802385083,-0.1295722862037342,0.12062012991196645,0.18680677283006317,0.5161409381986196,0.45661031399893615,0.4435563826133047,0.24440767907625507,0.34194988643438545,0.6671811165080436,0.5049328831357819,68.1758896551724
14,2003,1190,1506.574365,ETSU,1494.4585146666664,0.9827795100787686,1.0804528267740507,1.04947478972885,0.030978037045200576,0.13209610609192263,0.17921327775502005,0.5521223706596093,0.5014143850931077,0.41850796316470684,0.24566624748419727,0.3897255091920478,0.637663712544862,0.5134633173306702,73.984,1.0494747897288506,1.080452826774051,-0.030978037045200565,0.1563283057340458,0.17510673602114235,0.543087344020237,0.5022397258679412,0.3373093962215901,0.31914530764050625,0.362336287455138,0.6102744908079523,0.48653668266932976,73.67253333333333
15,2003,1354,1444.666465,S Carolina St,1423.9646557333333,0.9373977609847279,1.0516132281692676,1.0254310411013101,0.026182187067957705,0.10717178449047012,0.20415778876030924,0.5579472043445804,0.5079740765678171,0.4843116397979046,0.28551555029346437,0.3810711323560337,0.6299078876461477,0.5133067949406145,69.32992,1.02543104110131,1.0516132281692676,-0.026182187067957687,0.12087425072093591,0.17754444327795374,0.5209169841668967,0.47877824984592177,0.43206418785855766,0.3669731505145888,0.37009211235385236,0.6189288676439665,0.4866932050593855,69.0048
16,2003,1400,1692.402098,Texas,1585.8564939285714,1.0416186802607945,1.1741040739301745,1.0236597461509491,0.15044432777922517,0.14204434939574168,0.13409149179647673,0.5418973295159453,0.4958273945755453,0.39160625723625514,0.2695935413368487,0.4230195060503905,0.6708893900395363,0.548647615426837,67.3385142857143,1.0236597461509491,1.1741040739301745,-0.1504443277792252,0.11702995507754181,0.15342031018106297,0.4992289748031587,0.4631733443789335,0.3584710853011341,0.30034604886039584,0.32911060996046376,0.5769804939496096,0.451352384573163,66.9312
17,2003,1196,1674.1468220000002,Florida,1572.3700176451616,1.0329365072017875,1.1713957528297674,1.0010600256438333,0.17033572718593373,0.17108421505736257,0.1420472031538733,0.5859309132142106,0.5545693698246339,0.34132783938753053,0.38996340016106756,0.32938733193740494,0.6723855469092535,0.510378355063913,64.73125161290324,1.0010600256438333,1.1713957528297672,-0.17033572718593376,0.15389303798512416,0.16142279908547422,0.5041118966064014,0.47435209156523367,0.28263175845472943,0.308838774474628,0.3276144530907466,0.6706126680625949,0.48962164493608695,64.69904516129033
18,2003,1462,1633.473624,Xavier,1531.7725017,1.006801091857211,1.1812711142422587,0.9987668903477798,0.18250422389447887,0.16256919230899522,0.1324788679431714,0.559370895109911,0.5086096226473896,0.41731025869392996,0.3048589865752482,0.39290741667389134,0.6781718470366516,0.5401651939101542,66.26048,0.99876689034778,1.1812711142422587,-0.18250422389447885,0.1293918808546382,0.14935767991152754,0.48798134224891654,0.46209218283151887,0.2324104948321395,0.3183568561030666,0.3218281529633483,0.6070925833261087,0.4598348060898457,66.77376000000001
19,2003,1390,1513.6670000000001,Stanford,1568.2445889677417,1.030280684808505,1.1070154550177838,1.0281844514220047,0.07883100359577949,0.1516297965978591,0.14891896092956097,0.5402004142024426,0.5058352967095185,0.36492145500058953,0.33474922304923993,0.38411510982776537,0.694921583659985,0.5434054173638154,65.04340645161291,1.0281844514220049,1.1070154550177842,-0.07883100359577948,0.1251133043455521,0.143706107927587,0.5052191336054821,0.45967746829151873,0.35565053047287665,0.33063888118153517,0.3050784163400149,0.6158848901722347,0.45659458263618463,65.56985806451614
20,2003,1163,1666.298175,Connecticut,1553.5845393666666,1.0208430018277597,1.1423508481937101,1.0239163727844312,0.1184344754092793,0.1485912019705797,0.15547342478232556,0.5573022850794046,0.5242372118190725,0.363274377925965,0.2553537817099372,0.4039771571218452,0.6497984033157019,0.5339808646254577,70.03903999999999,1.0239163727844312,1.1423508481937106,-0.11843447540927936,0.13315826569098896,0.1323439015149969,0.4812492946563259,0.4330866466573579,0.33113577006684713,0.3097054068684632,0.35020159668429796,0.5960228428781549,0.4660191353745423,69.73440000000001
21,2003,1268,1698.5820420000002,Maryland,1584.0201944999997,1.040436527925968,1.1523234385121783,0.9555120157363788,0.19681142277579963,0.1772231392374204,0.13428996784129546,0.5557727813340274,0.5195925288116141,0.3502325654617931,0.2686610869540087,0.36905729833302886,0.6551163898269701,0.518840739739183,70.2774857142857,0.9555120157363788,1.1523234385121783,-0.1968114227757997,0.12717410112319896,0.1824973832994956,0.48071894301599877,0.4359203374801533,0.35188470609813016,0.34746494290354335,0.3448836101730298,0.6309427016669712,0.48115926026081696,70.81371428571427
22,2003,1277,1654.9800380000001,Michigan St,1573.098096322581,1.033405221560163,1.084510155102763,0.9829762333495026,0.1015339217532605,0.15130920389308172,0.16387285074373906,0.5550305947756536,0.5015373608159884,0.4451586652008361,0.2616947545662509,0.3432157381418406,0.725595103422376,0.5431489791576738,62.11633548387096,0.9829762333495025,1.084510155102763,-0.10153392175326055,0.12972693279112932,0.1679237036236564,0.512869165591763,0.457844804791889,0.4185072999258802,0.3379216514479336,0.2744048965776238,0.6567842618581595,0.4568510208423262,61.84010322580642
23,2003,1261,1655.120209,LSU,1555.5067461935485,1.0220804586678924,1.1409974955588924,0.9819373612669591,0.1590601342919336,0.17157896570863548,0.14779865324369743,0.57509681028014,0.5493052624287602,0.36695134311492716,0.31859581272789683,0.3327310540471877,0.6850754269820095,0.5192204002050052,64.38317419354838,0.9819373612669589,1.1409974955588924,-0.1590601342919336,0.12497315539420692,0.17297170440039392,0.4976452244722402,0.46504951347397055,0.2914052026719279,0.32209704741099443,0.3149245730179906,0.6672689459528122,0.4807795997949948,64.82167741935484
24,2003,1345,1656.8512859999998,Purdue,1553.7114355714289,1.0209246936490424,1.0849131949840383,0.9912736260413537,0.09363956894268469,0.13166888675733698,0.15203822093757666,0.5456404542523416,0.4813904157769108,0.48026719601506845,0.2874661846481433,0.3068626314162873,0.6893434570864558,0.49896151238439135,66.27977142857142,0.991273626041354,1.0849131949840385,-0.09363956894268463,0.13931090920651995,0.1773768569633038,0.5172801084871564,0.4675007360262223,0.37658005514975035,0.30750685555245916,0.3106565429135441,0.6931373685837129,0.5010384876156088,66.4086857142857
25,2003,1160,1603.238427,Colorado,1567.8028354193548,1.029996297643472,1.1001344719066333,1.0236997158536056,0.07643475605302771,0.13315782272010784,0.1412532644184527,0.5269598592532891,0.48690178523239025,0.3986035844016792,0.2505428903357713,0.3842700427762074,0.6750548791275863,0.5361130587486084,68.51550967741933,1.0236997158536059,1.1001344719066335,-0.0764347560530277,0.1356023925378936,0.12896172279426973,0.4927241079858098,0.45754430515947475,0.29910633097157197,0.31229254260263994,0.32494512087241356,0.6157299572237926,0.4638869412513916,67.6992
26,2003,1423,1620.234106,UNC Wilmington,1502.376052533334,0.9878765741683864,1.1377776681652085,0.948638119810339,0.18913954835486912,0.16103360202248432,0.12762254660899347,0.5558365137251144,0.5240886312024629,0.3294623388535804,0.324128811178111,0.2991886423982385,0.6755071990418361,0.48701702128394253,63.271679999999996,0.9486381198103391,1.137777668165208,-0.18913954835486904,0.12406271125576183,0.19305567556247194,0.4982487273614566,0.4602722389356092,0.35238359090932925,0.3578523868805958,0.32449280095816413,0.7008113576017616,0.5129829787160574,63.06176000000002
27,2003,1140,1683.09109,BYU,1549.8856005806451,1.0184617403329081,1.167560377981884,1.0194111419166665,0.1481492360652169,0.14956722051452698,0.15514531635520487,0.5878399749802932,0.5326766733400736,0.48148291308897534,0.3180180862523004,0.34346974530368163,0.7003738269359515,0.5338994946589257,62.169599999999996,1.019411141916667,1.167560377981884,-0.14814923606521696,0.12250409677599945,0.16767496503652055,0.5163173016400987,0.45903321076993664,0.4670672672713786,0.31920717499529183,0.2996261730640486,0.6565302546963183,0.4661005053410742,63.029264516129025
28,2003,1360,1544.771186,San Diego,1520.6710235357143,0.9996543062471192,1.0845798810462357,1.039142645954841,0.045437235091394974,0.16277465836509405,0.18238785542404753,0.5758302546706524,0.5376612673539681,0.501840583500555,0.33526109741304727,0.34291973300408035,0.7000875988195974,0.5345241320002697,68.88959999999999,1.039142645954841,1.084579881046236,-0.045437235091394974,0.13925693412742676,0.1566043558454339,0.5239274908903063,0.4895451578687454,0.31488643696007934,0.3138640496504688,0.2999124011804026,0.6570802669959196,0.4654758679997304,69.4176
29,2003,1407,1619.556792,Troy,1457.208295366667,0.9587989799794124,1.1418873310141016,1.018633660196241,0.12325367081786096,0.1448762054967276,0.133551346175682,0.5392436328733812,0.5063144730284186,0.3119127580870766,0.4326518155813467,0.3754892544002785,0.6515790146159269,0.5103808058728326,69.69088,1.018633660196241,1.1418873310141016,-0.12325367081786096,0.14889320092749925,0.1764017118884758,0.5198395460266759,0.4863332862471155,0.30632355527445015,0.40572244090593923,0.34842098538407296,0.6245107455997214,0.48961919412716753,69.62944
30,2003,1358,1544.380493,Sam Houston St,1442.2910366296294,0.94919571377412,1.0937188552256765,0.9910444020949439,0.10267445313073251,0.16282675359453122,0.16517620868264718,0.5657909118948194,0.5202784550647428,0.4528989480161112,0.3369659916222073,0.3268789291289994,0.6646093383560259,0.5105131177285032,65.89866666666667,0.9910444020949439,1.0937188552256765,-0.10267445313073252,0.15280660061907875,0.15294651004314386,0.48447478800574467,0.4367404622147084,0.3800431336517175,0.3003518895944501,0.3353906616439742,0.6731210708710007,0.4894868822714968,66.28977777777779
31,2003,1411,1433.389162,TX Southern,1397.4010051,0.9202969106935877,1.0705034608543194,1.0474956778336793,0.02300778302064,0.14483076101557657,0.15773559909055207,0.5398189024690311,0.5030357309843513,0.5294912334729753,0.3345660921737342,0.36013270106054146,0.6817227829509205,0.5211587170813956,66.89536,1.047495677833679,1.0705034608543194,-0.023007783020640032,0.14164582250125735,0.1502614840159702,0.5201447746298135,0.49186443765309085,0.31814448366782244,0.383791669648882,0.3182772170490795,0.6398672989394586,0.47884128291860434,68.20096
32,2003,1421,1400.639843,UNC Asheville,1458.6867618275862,0.9597507706032856,1.070243037572618,1.1730195834120585,-0.10277654583944028,0.13598494140493853,0.17074406212546356,0.5418246713882333,0.48980045725595167,0.37721437617152626,0.3183736842672059,0.34718378956671414,0.6256188170295877,0.4911488059086758,67.13644137931036,1.1730195834120583,1.070243037572618,0.10277654583944026,0.15671199699153074,0.12953817568848505,0.5526148040776078,0.5162153709160846,0.3777040951023956,0.3405056534070146,0.37438118297041234,0.6528162104332856,0.5088511940913244,67.19205517241379
