,Season,WTeamID,LTeamID,WMargin,SeasonEloDiff,OffRtgdiff,DefRtgdiff,NetRtgdiff,AstRdiff,TORdiff,TSPdiff,eFGPdiff,FTARdiff,TPARdiff,ORPdiff,DRPdiff,RPdiff,Posdiff,oOffRtgdiff,oDefRtgdiff,oNetRtgdiff,oAstRdiff,oTORdiff,oTSPdiff,oeFGPdiff,oFTARdiff,oTPARdiff,oORPdiff,oDRPdiff,oRPdiff,oPosdiff,AdjNetRtgdiff
0,2003,1421,1411,8,-32.74931900000001,-0.0039015542041258566,1.9339983899700066,-1.5134000459141792,-0.4289467179186486,0.5964088265255185,0.05955837039984713,-0.3594922274382144,-2.2588746269715716,-0.23754236587134553,-0.2369450629145783,-1.3583109574759615,-1.0213032082473796,0.05500800545640527,1.93399838997001,-0.0039015542041258566,1.5134000459141785,0.8624089539793809,-0.7476080511454541,1.05976457217048,0.7434486241562245,0.777633528973708,-0.8451194902445418,1.3583109574759584,0.2369450629145732,1.0213032082473872,-0.23068427004689163,-1.3902376064227988
1,2003,1112,1436,29,212.81623300000027,1.2494302274205868,-0.661155693275402,1.519715819847851,0.44483494804117435,-0.8290791743431498,0.8596612863104914,0.6220001084900328,0.47010441734445313,0.3898573713874759,0.2563703519832138,-1.2671291705896368,-0.44852538505577666,2.355424982294397,-0.661155693275402,1.2494302274205835,-1.5197158198478506,-0.10175473395308521,0.5079099841209328,-0.7804322945303201,-0.6318287060315658,-0.13169798810653677,-1.6132221296427196,1.267129170589627,-0.256370351983215,0.44852538505577677,2.37200856303731,1.8314691983943279
2,2003,1113,1272,13,-35.03951300000017,0.6551281799641339,1.0565899026933807,-0.2989619504171287,-0.2770784747322055,0.3010036258634589,0.6787528723389568,0.5159972323215255,1.0671199534250888,-1.668018747664487,0.5723192125619232,0.001093269253649054,0.3651954454497449,-0.23233882934441735,1.0565899026933807,0.6551281799641339,0.2989619504171286,0.5379846965489101,0.3037760628110848,1.3737902509603859,1.202331027032094,0.07889832057135987,-0.6196704313894268,-0.0010932692536396449,-0.5723192125619206,-0.3651954454497397,-0.11081080081874195,-0.30385613206068995
3,2003,1141,1166,6,-190.338184,-0.6303109612544442,1.3900792728451086,-1.591720631932097,-0.6515129912552364,2.240817717340536,0.8057738562206169,0.14614682887652442,1.894137640360189,-0.16943771884948974,0.3649494403303885,-0.4710791095472743,0.2467692813403595,0.5844039806077646,1.3900792728451155,-0.6303109612544442,1.591720631932096,-0.6196667627672386,-0.5714598046468246,1.044786687273801,0.8228877496741628,1.1059800667930837,-0.3001253495409044,0.47107910954727633,-0.364949440330391,-0.2467692813403529,0.6021931224821966,-1.4073893873058798
4,2003,1143,1301,2,-53.846203999999936,-0.30960775557459747,-0.3531902565027455,0.027161775617301598,0.17949902913605117,-0.5109248751455675,-0.7617590820706595,-0.2741074812848172,-0.5812705044783196,-1.957011819671068,0.24696761767975117,0.25240542464053345,0.33238585466268744,0.7529510289165996,-0.35319025650275226,-0.3096077555745908,-0.027161775617301376,1.4177493969352573,-0.3911438807960284,-0.585311632502324,-0.04558127329418027,-1.4259602673233012,0.8363039366738398,-0.25240542464053584,-0.24696761767975833,-0.3323858546626938,0.8050535876240485,0.047315341603393124
5,2003,1163,1140,5,-16.792914999999994,-0.37767877851206566,0.06941394314136781,-0.3575192597406057,-0.04732856529771848,0.015043034789505527,-0.9067719760041879,-0.22922992624276317,-1.7535051977242246,-0.9192843487270426,1.1071920992654358,-1.2244616036359803,0.002769198728905964,1.7955853732758733,0.06941394314136097,-0.37767877851205567,0.35751925974060567,0.609859568228657,-1.2745931840038383,-1.144557983163577,-0.7921641927536696,-1.7747746723626194,-0.18551324730133711,1.2244616036359748,-1.1071920992654383,-0.002769198728904021,1.5331171408535267,-0.15780707680926864
6,2003,1181,1161,10,101.09196299999985,0.6096151120546844,-1.675454189792283,1.797950164973241,-1.127025397471102,-1.4840116765403777,-0.611994785959488,-0.731156953873626,-0.05920806073398177,1.6909915502611466,0.25582933880087366,-0.3399342463825956,-0.40984816375928634,1.059886031167561,-1.6754541897922899,0.6096151120546878,-1.7979501649732397,-0.8989497833926055,1.8433071885991568,-0.5794419295153822,-0.6916154535454326,-0.26082832568692194,-0.6543983320440615,0.33993424638259384,-0.2558293388008716,0.40984816375928673,1.084048541051574,1.9115494760399465
7,2003,1211,1153,5,-123.23898299999996,1.1822312643961606,0.4360061428554696,0.6089705075762106,1.2236843306159275,1.532231674462516,2.190151557123741,1.9198219988372287,1.1668661326194132,0.02890136236433999,0.4685765594259463,0.8872979232955032,1.408568783099562,0.9396629311818362,0.4360061428554628,1.1822312643961572,-0.6089705075762107,0.7434923518287245,0.0889362373126304,0.988627102706461,1.079650183202889,-0.4742728721304947,0.6682299062160616,-0.8872979232954952,-0.4685765594259421,-1.4085687830995606,1.026360242629143,0.6144617804453301
8,2003,1228,1443,5,196.34648799999994,0.6368895412786157,-0.9850990684909156,1.28075330221112,1.941026316128548,-1.0461038053662113,0.7100287801063714,0.5114811928813319,-0.7299503341146224,-0.1485191282834537,-0.9072205354721732,0.5861540202332444,0.12683905005189208,-0.12014032719801118,-0.9850990684909087,0.6368895412786157,-1.280753302211118,-0.32084126075234054,-0.1644678710915648,-1.0522169362548495,-1.4062583013038346,0.6552466230214602,1.5172105557537665,-0.5861540202332436,0.9072205354721758,-0.1268390500518935,-0.3617586218561788,1.2295677671406924
9,2003,1242,1429,3,23.28530000000001,0.26063058070557077,-1.4663927522664895,1.3544239811609335,0.021311663921381646,0.12343849149568911,0.5184493024380737,0.8272788725638789,-0.04075580566193474,-0.13559538669011917,-0.15348640427322424,-0.19129909355120206,-0.17460359936175174,2.865693507251606,-1.4663927522664775,0.26063058070556744,-1.3544239811609324,-0.9203247276117925,0.9266625588453535,-1.0710524811909423,-0.9171720710172145,-0.5593213011522258,-0.5792903705397296,0.19129909355119912,0.1534864042732258,0.17460359936174907,2.73441293710714,1.7428720184240651
