,Season,WTeamID,LTeamID,WMargin,SeasonEloDiff,OffRtgdiff,DefRtgdiff,NetRtgdiff,AstRdiff,TORdiff,TSPdiff,eFGPdiff,FTARdiff,TPARdiff,ORPdiff,DRPdiff,RPdiff,Posdiff,oOffRtgdiff,oDefRtgdiff,oNetRtgdiff,oAstRdiff,oTORdiff,oTSPdiff,oeFGPdiff,oFTARdiff,oTPARdiff,oORPdiff,oDRPdiff,oRPdiff,oPosdiff
0,2003,1421,1411,8,-32.74931900000001,-0.00026042328170139406,0.12552390557837922,-0.12578432886008029,-0.008845819610638017,0.013008463034911488,0.002005768919202233,-0.013235273728399555,-0.15227685730144902,-0.01619240790652826,-0.012948911493827375,-0.05610396592133282,-0.030009911172719783,0.24108137931035856,0.12552390557837945,-0.00026042328170139406,0.12578432886008029,0.015066174490273393,-0.020723308327485146,0.03247002944779431,0.0243509332629937,0.05955961143457317,-0.0432860162418674,0.056103965921332766,0.012948911493827042,0.030009911172720116,-1.008904827586207
1,2003,1112,1436,29,212.81623300000027,0.0833977187187871,-0.042911537696055935,0.1263092564148426,0.00917346967001631,-0.018083310160394384,0.028951126055783094,0.022899915677244198,0.03169101216242182,0.02657517348417715,0.014010492375900685,-0.05233777391944938,-0.013179442554902332,10.323026600985202,-0.042911537696055935,0.08339771871878687,-0.12630925641484264,-0.0017776422309562223,0.014079001941484343,-0.02391159343391669,-0.02069493190828109,-0.010086860591894009,-0.08262732088364078,0.05233777391944905,-0.014010492375900685,0.013179442554902387,10.374053201970412
2,2003,1113,1272,13,-35.03951300000017,0.04372888895940563,0.0685767329841519,-0.024847844024746116,-0.0057139642363149,0.006565286035805501,0.02285860754780178,0.018997252490099314,0.07193744660769358,-0.11370283300347436,0.031276916001212685,4.515662677384569e-05,0.010730880692557343,-1.0182620689655266,0.0685767329841519,0.04372888895940563,0.024847844024746116,0.009398524069007347,0.008420515272004214,0.04209143339488869,0.03938117799668278,0.006042889280085895,-0.031738783293195905,-4.515662677345711e-05,-0.03127691600121241,-0.010730880692557232,-0.484634482758608
3,2003,1141,1166,6,-190.338184,-0.042072374349857444,0.09022147086367405,-0.13229384521353138,-0.013435623013028891,0.048875189547101516,0.02713633945762206,0.005380626164026903,0.1276889490574024,-0.01154995930220104,0.019944277143532252,-0.019457552162726932,0.007251053510238581,2.561243887147313,0.09022147086367449,-0.042072374349857444,0.13229384521353135,-0.01082549935340453,-0.015840570082566563,0.032011123407309494,0.02695288419962144,0.08470795121130442,-0.015372063838055144,0.019457552162727043,-0.019944277143532307,-0.007251053510238414,2.633710344827591
4,2003,1143,1301,2,-53.846203999999936,-0.020665884293411985,-0.022923400887185696,0.0022575165937745167,0.0037016626207717063,-0.01114394532131141,-0.025654037887196335,-0.010091699538706256,-0.03918501921580986,-0.13340245031984688,0.013496638350845913,0.010425407572877243,0.009766805678220969,3.2999282758620865,-0.02292340088718614,-0.02066588429341154,-0.002257516593774503,0.024767901236583345,-0.01084230597801325,-0.017933309380745888,-0.001492970069436328,-0.10921550612021952,0.04283449406133877,-0.010425407572877354,-0.013496638350846246,-0.009766805678221191,3.520926896551707
5,2003,1163,1140,5,-16.792914999999994,-0.025209529788174034,0.004505230867764665,-0.029714760655937603,-0.0009760185439472713,0.0003281084271206658,-0.030537689900888565,-0.008439461521001168,-0.11820853516301033,-0.06266430454236316,0.06050741181816355,-0.05057542362024958,8.136996653196338e-05,7.869439999999983,0.0045052308677642205,-0.025209529788173368,0.029714760655937617,0.010654168914989506,-0.035331063521523653,-0.035068006983772826,-0.025946564112578674,-0.13593149720453146,-0.009501768126828625,0.050575423620249416,-0.06050741181816344,-8.136996653190787e-05,6.7051354838709685
6,2003,1181,1161,10,101.09196299999985,0.040690955385974004,-0.10874339638082531,0.14943435176679937,-0.023241728975130493,-0.03236825174120145,-0.020610371172857245,-0.02691869721885276,-0.003991375753142901,0.11526880625223257,0.013980926316456588,-0.014040716722172664,-0.012042953443596072,4.645120000000006,-0.10874339638082575,0.040690955385974226,-0.14943435176679934,-0.015704538122073203,0.051095521447478476,-0.017753468089726443,-0.022653188405660385,-0.01997706265256549,-0.03351750510606938,0.014040716722172608,-0.013980926316456421,0.012042953443596127,4.741119999999995
7,2003,1211,1153,5,-123.23898299999996,0.07891228200250477,0.028298469218597466,0.05061381278390671,0.025235047610378813,0.033419993487157656,0.073758531204414,0.07068127688179565,0.07866160673334982,0.0019701018247466617,0.025607439637922114,0.03664914294967048,0.04138929920138368,4.118223041474657,0.028298469218597022,0.07891228200250455,-0.05061381278390675,0.012988716609618034,0.0024652664781929234,0.030290455050805798,0.03536288682811245,-0.03632496147038733,0.03422594190248801,-0.0366491429496702,-0.02560743963792178,-0.04138929920138379,4.488818433179709
8,2003,1228,1443,5,196.34648799999994,0.04251148535772664,-0.06393670392896278,0.10644818928668962,0.04002820848073427,-0.022816903569424868,0.0239118976781153,0.01883098737058575,-0.0492079292661497,-0.010124014292213379,-0.04957908079919343,0.02421063085357622,0.0037270309096761878,-0.5265341935484003,-0.06393670392896234,0.04251148535772664,-0.1064481892866895,-0.005605055926042296,-0.004558964282652511,-0.03223877812379522,-0.04606061660877425,0.05018589452088029,0.07770972213608152,-0.02421063085357622,0.049579080799193376,-0.0037270309096762433,-1.5821625806451465
9,2003,1242,1429,3,23.28530000000001,0.017396726429510734,-0.09517450807142247,0.11257123450093182,0.00043949312764490767,0.002692356286980946,0.01746000587375096,0.030457577361631682,-0.0027474592564300515,-0.009243049354484417,-0.008387943770562123,-0.007901458621317525,-0.005130541513009845,12.559359999999977,-0.09517450807142169,0.017396726429510512,-0.11257123450093179,-0.0160779556728073,0.025686606629056197,-0.032815878656121567,-0.030041075020308006,-0.0428388927721155,-0.029670564550208667,0.007901458621317414,0.008387943770562178,0.00513054151300979,11.959039999999973
