,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WMargin,WSeasonElo,LSeasonElo,SeasonEloDiff
0,2003,134,1421,92,1411,84,8,1401.0988702141078,1429.503033491931,-28.404163277823272
1,2003,136,1112,80,1436,51,29,1681.6376414771435,1464.935110294563,216.70253118258051
2,2003,136,1113,84,1272,71,13,1569.6174007325505,1602.9325953246266,-33.31519459207607
3,2003,136,1141,79,1166,73,6,1588.4755678545214,1781.8252914023346,-193.34972354781326
4,2003,136,1143,76,1301,74,2,1575.2510016713322,1626.2933918337658,-51.04239016243355
5,2003,136,1163,58,1140,53,5,1668.4838828747024,1689.7286949227646,-21.24481204806216
6,2003,136,1181,67,1161,57,10,1697.9071667073397,1593.5780077850518,104.32915892228789
7,2003,136,1211,74,1153,69,5,1595.0129216643156,1721.595072984589,-126.5821513202734
8,2003,136,1228,65,1443,60,5,1731.5139854292393,1529.8400617749783,201.673923654261
9,2003,136,1242,64,1429,61,3,1637.3071275557425,1613.3544885429517,23.95263901279077
10,2003,136,1266,72,1221,68,4,1642.0963373693066,1591.5609925667604,50.535344802546206
11,2003,136,1281,72,1356,71,1,1672.9050132799284,1568.9044401880276,104.00057309190083
12,2003,136,1323,70,1454,69,1,1722.6814327025459,1645.0480247213711,77.63340798117474
13,2003,136,1328,71,1354,54,17,1601.0336578046297,1449.8164372378287,151.21722056680096
14,2003,136,1390,77,1360,69,8,1508.1557957285897,1549.30482432586,-41.14902859727022
15,2003,136,1409,84,1173,71,13,1611.680025134531,1607.1145825177202,4.565442616810742
16,2003,136,1458,81,1451,74,7,1612.3289158059558,1578.9262119924404,33.40270381351547
17,2003,137,1120,65,1386,63,2,1518.5770269283357,1677.7719581464046,-159.19493121806886
18,2003,137,1139,47,1280,46,1,1753.229956703438,1688.8394014993203,64.39055520411762
19,2003,137,1196,85,1358,55,30,1679.8037168654398,1546.7078040474353,133.09591281800454
20,2003,137,1231,67,1104,62,5,1668.6995856506594,1654.0433790014476,14.656206649211754
21,2003,137,1246,95,1237,64,31,1655.8030450744245,1454.229175109818,201.5738699646065
22,2003,137,1257,86,1122,64,22,1730.5663086018453,1480.0358635113946,250.5304450904507
23,2003,137,1268,75,1423,73,2,1699.247409664844,1627.8383042031041,71.40910546173995
24,2003,137,1277,79,1160,64,15,1659.9883000633722,1607.0670950756655,52.92120498770669
25,2003,137,1329,77,1335,63,14,1634.0595573747962,1537.637563963714,96.42199341108221
26,2003,137,1338,87,1447,61,26,1719.9545812663769,1523.2451603835275,196.70942088284937
27,2003,137,1345,80,1261,56,24,1656.757693013826,1656.0317815041687,0.7259115096571804
28,2003,137,1393,76,1264,65,11,1676.5278236996626,1593.279251004076,83.24857269558652
29,2003,137,1400,82,1421,61,21,1696.3051127684705,1401.0988702141078,295.2062425543627
30,2003,137,1428,60,1332,58,2,1567.6256932165481,1619.9553758778538,-52.3296826613057
31,2003,137,1448,76,1190,73,3,1690.192686007367,1508.986095102452,181.20659090491495
32,2003,137,1462,71,1407,59,12,1635.2706330398962,1626.6904152244088,8.580217815487458
33,2003,138,1112,96,1211,95,1,1681.6376414771435,1595.0129216643156,86.62471981282783
34,2003,138,1163,85,1390,74,11,1668.4838828747024,1508.1557957285897,160.3280871461127
35,2003,138,1181,86,1141,60,26,1697.9071667073397,1588.4755678545214,109.4315988528183
36,2003,138,1242,108,1113,76,32,1637.3071275557425,1569.6174007325505,67.6897268231919
37,2003,138,1266,101,1281,92,9,1642.0963373693066,1672.9050132799284,-30.808675910621787
38,2003,138,1323,68,1228,60,8,1722.6814327025459,1731.5139854292393,-8.832552726693393
39,2003,138,1328,74,1143,65,9,1601.0336578046297,1575.2510016713322,25.78265613329745
40,2003,138,1458,61,1409,60,1,1612.3289158059558,1611.680025134531,0.6488906714248515
41,2003,139,1120,68,1448,62,6,1518.5770269283357,1690.192686007367,-171.61565907903127
42,2003,139,1139,79,1257,71,8,1753.229956703438,1730.5663086018453,22.66364810159257
43,2003,139,1246,74,1428,54,20,1655.8030450744245,1567.6256932165481,88.17735185787637
44,2003,139,1268,77,1462,64,13,1699.247409664844,1635.2706330398962,63.97677662494789
45,2003,139,1277,68,1196,46,22,1659.9883000633722,1679.8037168654398,-19.815416802067602
46,2003,139,1338,74,1231,52,22,1719.9545812663769,1668.6995856506594,51.25499561571746
47,2003,139,1393,68,1329,56,12,1676.5278236996626,1634.0595573747962,42.46826632486636
