,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WMargin,WSeasonElo,LSeasonElo,SeasonEloDiff
0,2003,134,1421,92,1411,84,8,1400.639843,1433.389162,-32.749319000000014
1,2003,136,1112,80,1436,51,29,1678.2431370000002,1465.426904,212.81623300000024
2,2003,136,1113,84,1272,71,13,1566.094619,1601.1341320000001,-35.03951300000017
3,2003,136,1141,79,1166,73,6,1581.4215980000001,1771.759782,-190.33818399999996
4,2003,136,1143,76,1301,74,2,1573.362799,1627.209003,-53.84620399999994
5,2003,136,1163,58,1140,53,5,1666.298175,1683.09109,-16.792914999999994
6,2003,136,1181,67,1161,57,10,1694.1581829999998,1593.06622,101.09196299999985
7,2003,136,1211,74,1153,69,5,1590.470832,1713.709815,-123.23898299999996
8,2003,136,1228,65,1443,60,5,1725.685552,1529.339064,196.3464879999999
9,2003,136,1242,64,1429,61,3,1631.274142,1607.988842,23.285300000000007
10,2003,136,1266,72,1221,68,4,1639.970964,1586.605863,53.365101000000095
11,2003,136,1281,72,1356,71,1,1669.201478,1566.40059,102.80088799999999
12,2003,136,1323,70,1454,69,1,1718.223887,1636.12886,82.09502700000007
13,2003,136,1328,71,1354,54,17,1602.075584,1444.666465,157.40911899999992
14,2003,136,1390,77,1360,69,8,1513.6670000000001,1544.771186,-31.1041859999998
15,2003,136,1409,84,1173,71,13,1610.729088,1604.169749,6.559339000000136
16,2003,136,1458,81,1451,74,7,1611.460264,1575.368383,36.09188100000006
17,2003,137,1120,65,1386,63,2,1524.819144,1669.366153,-144.5470089999999
18,2003,137,1139,47,1280,46,1,1740.7567629999999,1685.039041,55.71772199999987
19,2003,137,1196,85,1358,55,30,1674.1468220000002,1544.380493,129.76632900000027
20,2003,137,1231,67,1104,62,5,1664.351066,1651.7456630000001,12.605402999999797
21,2003,137,1246,95,1237,64,31,1647.2097919999999,1450.268049,196.94174299999986
22,2003,137,1257,86,1122,64,22,1723.1152600000003,1477.00775,246.10751000000027
23,2003,137,1268,75,1423,73,2,1698.5820420000002,1620.234106,78.34793600000012
24,2003,137,1277,79,1160,64,15,1654.9800380000001,1603.238427,51.74161100000015
25,2003,137,1329,77,1335,63,14,1630.465954,1536.598609,93.86734500000011
26,2003,137,1338,87,1447,61,26,1714.282379,1520.229862,194.05251700000008
27,2003,137,1345,80,1261,56,24,1656.8512859999998,1655.120209,1.7310769999999138
28,2003,137,1393,76,1264,65,11,1674.8431890000002,1588.594728,86.24846100000013
29,2003,137,1400,82,1421,61,21,1692.402098,1400.639843,291.7622550000001
30,2003,137,1428,60,1332,58,2,1567.7991650000001,1621.528492,-53.729326999999785
31,2003,137,1448,76,1190,73,3,1685.1820739999998,1506.574365,178.6077089999999
32,2003,137,1462,71,1407,59,12,1633.473624,1619.556792,13.916831999999886
33,2003,138,1112,96,1211,95,1,1678.2431370000002,1590.470832,87.77230500000019
34,2003,138,1163,85,1390,74,11,1666.298175,1513.6670000000001,152.63117499999976
35,2003,138,1181,86,1141,60,26,1694.1581829999998,1581.4215980000001,112.73658499999965
36,2003,138,1242,108,1113,76,32,1631.274142,1566.094619,65.17952300000002
37,2003,138,1266,101,1281,92,9,1639.970964,1669.201478,-29.230513999999857
38,2003,138,1323,68,1228,60,8,1718.223887,1725.685552,-7.461664999999812
39,2003,138,1328,74,1143,65,9,1602.075584,1573.362799,28.71278499999994
40,2003,138,1458,61,1409,60,1,1611.460264,1610.729088,0.7311760000000049
41,2003,139,1120,68,1448,62,6,1524.819144,1685.1820739999998,-160.36292999999978
42,2003,139,1139,79,1257,71,8,1740.7567629999999,1723.1152600000003,17.641502999999602
43,2003,139,1246,74,1428,54,20,1647.2097919999999,1567.7991650000001,79.41062699999975
44,2003,139,1268,77,1462,64,13,1698.5820420000002,1633.473624,65.10841800000026
45,2003,139,1277,68,1196,46,22,1654.9800380000001,1674.1468220000002,-19.166784000000007
46,2003,139,1338,74,1231,52,22,1714.282379,1664.351066,49.931313000000046
47,2003,139,1393,68,1329,56,12,1674.8431890000002,1630.465954,44.377235000000155
48,2003,139,1400,77,1345,67,10,1692.402098,1656.8512859999998,35.55081200000018
49,2003,143,1112,88,1323,71,17,1678.2431370000002,1718.223887,-39.980749999999944
50,2003,143,1242,69,1181,65,4,1631.274142,1694.1581829999998,-62.8840409999998
51,2003,143,1246,63,1458,57,6,1647.2097919999999,1611.460264,35.74952799999983
52,2003,143,1266,77,1338,74,3,1639.970964,1714.282379,-74.3114149999999
53,2003,144,1277,60,1268,58,2,1654.9800380000001,1698.5820420000002,-43.60200400000008
54,2003,144,1328,65,1139,54,11,1602.075584,1740.7567629999999,-138.68117899999993
55,2003,144,1393,79,1120,78,1,1674.8431890000002,1524.819144,150.02404500000011
56,2003,144,1400,82,1163,78,4,1692.402098,1666.298175,26.103923000000123
57,2003,145,1242,78,1112,75,3,1631.274142,1678.2431370000002,-46.96899500000018
58,2003,145,1266,83,1246,69,14,1639.970964,1647.2097919999999,-7.238827999999785
59,2003,146,1393,63,1328,47,16,1674.8431890000002,1602.075584,72.76760500000023
60,2003,146,1400,85,1277,76,9,1692.402098,1654.9800380000001,37.422059999999874
61,2003,152,1242,94,1266,61,33,1631.274142,1639.970964,-8.696822000000111
62,2003,152,1393,95,1400,84,11,1674.8431890000002,1692.402098,-17.558908999999858
63,2003,154,1393,81,1242,78,3,1674.8431890000002,1631.274142,43.56904700000018
64,2004,134,1197,72,1250,57,15,1362.140308,1397.546614,-35.406306000000086
65,2004,136,1104,65,1356,64,1,1638.15906,1797.89153,-159.73247000000015
66,2004,136,1163,70,1436,53,17,1833.694814,1550.093481,283.60133299999984
67,2004,136,1177,76,1173,69,7,1560.7679289999999,1896.122877,-335.35494800000015
68,2004,136,1181,96,1106,61,35,1890.042793,1337.814247,552.228546
69,2004,136,1211,76,1434,49,27,1851.3206289999998,1502.310233,349.0103959999999
70,2004,136,1264,75,1196,60,15,1782.87797,1881.223057,-98.34508699999992
71,2004,136,1268,86,1431,83,3,1729.690657,1516.087416,213.60324100000003
72,2004,136,1305,72,1277,66,6,1696.73185,1684.732743,11.999106999999867
73,2004,136,1314,63,1102,52,11,1742.2243079999998,1686.844034,55.38027399999987
74,2004,136,1371,80,1112,76,4,1795.7976820000001,1926.5337260000001,-130.736044
75,2004,136,1386,82,1251,63,19,1963.733459,1387.2636109999999,576.4698480000002
